"71688","ACCT 203","Survey of Accounting","001","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","M","1:30 pm - 2:45 pm","Enterprise Hall 178","Lecture","Constance M Hylton, Kathleen R Roberts"
"71689","ACCT 203","Survey of Accounting","002","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","1:30 pm - 2:45 pm","Enterprise Hall 178","Lecture","Constance M Hylton, Kathleen R Roberts"
"71690","ACCT 203","Survey of Accounting","003","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","M","7:20 pm - 10:00 pm","East 201","Lecture","Paul T Harley"
"71691","ACCT 203","Recitation for Lecture 001","301","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","T","9:00 am - 10:15 am","Enterprise Hall 274","Recitation","Christopher J Lynem"
"71694","ACCT 203","Recitation for Lecture 001","302","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","T","10:30 am - 11:45 am","Innovation Hall 131","Recitation","William Louis Sullivan"
"73416","ACCT 203","Recitation for Lecture 001","303","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","7:30 am - 8:45 am","Nguyen Engineering Building 1110","Recitation","William Louis Sullivan"
"71692","ACCT 203","Recitation for Lecture 001","304","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","8:55 am - 10:10 am","Nguyen Engineering Building 1110","Recitation","William Louis Sullivan"
"71693","ACCT 203","Recitation for Lecture 002","305","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","F","9:00 am - 10:15 am","Enterprise Hall 274","Recitation","Constance M Hylton"
"71695","ACCT 203","Recitation for Lecture 002","306","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","F","10:30 am - 11:45 am","Enterprise Hall 174","Recitation","Constance M Hylton"
"72895","ACCT 203","Recitation for Lecture 002","307","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","F","11:55 am - 1:10 pm","Enterprise Hall 174","Recitation","Christopher J Lynem"
"72896","ACCT 203","Recitation for Lecture 002","308","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","F","1:30 pm - 2:45 pm","Enterprise Hall 174","Recitation","Christopher J Lynem"
"76026","ACCT 203","Survey of Accounting","DL1","Internet Campus","Aug 25, 2014 - Dec 17, 2014"," ","TBA","On-line/Internet NET","Lecture","Constance M Hylton"
"71702","ACCT 301","Financial Acct/Mangerl Dec-Mkg","001","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","9:00 am - 10:15 am","Merten Hall 1200","Lecture","Ling L Lisic"
"71703","ACCT 301","Financial Acct/Mangerl Dec-Mkg","002","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","R","7:20 pm - 10:00 pm","Planetary Hall 131","Lecture","Gary D Brooks"
"71698","ACCT 301","Financial Acct/Mangerl Dec-Mkg","003","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","F","7:30 am - 10:10 am","Robinson Hall B104","Lecture","Syed Hasan"
"71696","ACCT 301","Financial Acct/Mangerl Dec-Mkg","004","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","10:30 am - 11:45 am","Exploratory Hall L004","Lecture","Ling L Lisic"
"71697","ACCT 301","Financial Acct/Mangerl Dec-Mkg","005","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","12:00 pm - 1:15 pm","Merten Hall 1200","Lecture","Janet A Faughnan"
"71699","ACCT 301","Financial Acct/Mangerl Dec-Mkg","006","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","9:00 am - 10:15 am","Planetary Hall 131","Lecture","Mark A Ingram"
"71700","ACCT 301","Financial Acct/Mangerl Dec-Mkg","007","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","12:00 pm - 1:15 pm","Innovation Hall 132","Lecture","Mark A Ingram"
"71701","ACCT 301","Financial Acct/Mangerl Dec-Mkg","008","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","7:20 pm - 10:00 pm","Innovation Hall 132","Lecture","Janet A Faughnan"
"75423","ACCT 301","Financial Acct/Mangerl Dec-Mkg","009","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","3:00 pm - 4:15 pm","East 201","Lecture","Janet A Faughnan"
"81833","ACCT 301","Financial Acct/Mangerl Dec-Mkg","010","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","9:00 am - 10:15 am","Enterprise Hall 173","Lecture","Constance M Hylton, Kathleen R Roberts"
"71704","ACCT 311","Managerial and Cost Accounting","001","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","1:30 pm - 2:45 pm","Planetary Hall 127","Lecture","Edward B Douthett"
"71705","ACCT 311","Managerial and Cost Accounting","002","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","12:00 pm - 1:15 pm","Innovation Hall 134","Lecture","Long Chen"
"72258","ACCT 311","Managerial and Cost Accounting","003","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","7:20 pm - 10:00 pm","East 122","Lecture","Francisco J Roman"
"75377","ACCT 311","Managerial and Cost Accounting","005","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","10:30 am - 11:45 am","Innovation Hall 136","Lecture","Long Chen"
"78126","ACCT 311","Managerial and Cost Accounting","006","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","R","7:20 pm - 10:00 pm","Planetary Hall 120","Lecture","Francisco J Roman"
"72338","ACCT 331","Intermediate Financial Acct I","001","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","3:00 pm - 4:15 pm","Enterprise Hall 174","Lecture","Meng Li"
"71710","ACCT 331","Intermediate Financial Acct I","002","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","1:30 pm - 2:45 pm","Enterprise Hall 173","Lecture","Meng Li"
"71708","ACCT 331","Intermediate Financial Acct I","003","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","4:30 pm - 5:45 pm","Merten Hall 1200","Lecture","Meng Li"
"71712","ACCT 331","Intermediate Financial Acct I","005","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","M","7:20 pm - 10:00 pm","Innovation Hall 208","Lecture","Mark A Ingram"
"80528","ACCT 331","Intermediate Financial Acct I","006","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","10:30 am - 11:45 am","East 122","Lecture","Gary D Brooks"
"71714","ACCT 332","Intermediate Financial Acct II","001","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","10:30 am - 11:45 am","Enterprise Hall 174","Lecture","Megan M Cosgrove"
"71713","ACCT 332","Intermediate Financial Acct II","002","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","12:00 pm - 1:15 pm","Enterprise Hall 174","Lecture","Megan M Cosgrove"
"71717","ACCT 332","Intermediate Financial Acct II","003","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","4:30 pm - 7:10 pm","Robinson Hall B208","Lecture","Suning Zhang"
"71715","ACCT 332","Intermediate Financial Acct II","004","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","MW","10:30 am - 11:45 am","Enterprise Hall 173","Lecture","Suning Zhang"
"71716","ACCT 332","Intermediate Financial Acct II","005","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","W","7:20 pm - 10:00 pm","Nguyen Engineering Building 1109","Lecture","William A Gray"
"71719","ACCT 351","Taxation/Mngrl Decision Mkg","001","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","1:30 pm - 2:45 pm","Art and Design Building 2026","Lecture","Massood Y Zadeh"
"71720","ACCT 351","Taxation/Mngrl Decision Mkg","002","Fairfax Campus","Aug 25, 2014 - Dec 17, 2014","TR","3:00 pm - 4:15 pm","Art and Design Building 2026","Lecture","Massood Y Zadeh"
